"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.document_url","Answer.Collaboration","Answer.Communication","Answer.Creativity","Answer.Customer Service","Answer.Education Level","Answer.Entertainment","Answer.Finance","Answer.Government","Answer.Healthcare","Answer.Job Title","Answer.Law","Answer.Leadership","Answer.Manufacturing","Answer.Organization/Planning","Answer.Other","Answer.Problem-Solving","Answer.Service Industry","Answer.Sports","Answer.Technology","Answer.Time Management","Approve","Reject"
"3MDWE879UH2P362IYN6APPM8AP19B6","3H6GKE28512PBWJQYTYOV722IYO1EA","Extract work experience from resume","Review a resume and then fill out work experience","document, classification","$0.07","Thu Apr 29 14:22:00 PDT 2021","80","BatchId:4425880;OriginalHitTemplateId:928390860;","3600","259200","Thu May 06 14:22:00 PDT 2021","","","304SM51WA34AV5WBXVB3V4MKRNZSBW","A1J3ICF1NZYFCR","Approved","Thu Apr 29 20:13:07 PDT 2021","Thu Apr 29 20:17:20 PDT 2021","Sun May 02 20:17:20 PDT 2021","Sun May 02 20:17:33 PDT 2021","","","253","100% (1/1)","100% (1/1)","100% (1/1)","https://crowdhire.s3.amazonaws.com/r1.pdf","TRUE","TRUE","TRUE","TRUE","bachelors","4","3","0","4","Electrical Engineer","4","TRUE","4","TRUE","3","TRUE","3","3","3","TRUE"
"3MDWE879UH2P362IYN6APPM8AP19B6","3H6GKE28512PBWJQYTYOV722IYO1EA","Extract work experience from resume","Review a resume and then fill out work experience","document, classification","$0.07","Thu Apr 29 14:22:00 PDT 2021","80","BatchId:4425880;OriginalHitTemplateId:928390860;","3600","259200","Thu May 06 14:22:00 PDT 2021","","","30MVJZJNHMDY89YOCHOTCX0779I9JW","A1W1EUM3KTOLGI","Approved","Sat May 01 09:43:22 PDT 2021","Sat May 01 09:47:49 PDT 2021","Tue May 04 09:47:49 PDT 2021","Tue May 04 09:47:57 PDT 2021","","","267","100% (1/1)","100% (1/1)","100% (1/1)","https://crowdhire.s3.amazonaws.com/r1.pdf","FALSE","FALSE","FALSE","FALSE","bachelors","0","1","0","0","Comercial agent","0","FALSE","0","FALSE","2","FALSE","0","0","1","FALSE"
"3MDWE879UH2P362IYN6APPM8AP19B6","3H6GKE28512PBWJQYTYOV722IYO1EA","Extract work experience from resume","Review a resume and then fill out work experience","document, classification","$0.07","Thu Apr 29 14:22:00 PDT 2021","80","BatchId:4425880;OriginalHitTemplateId:928390860;","3600","259200","Thu May 06 14:22:00 PDT 2021","","","32RIADZISS4QA6B2IG1GNQGEHHYS4E","A1BSJBK0TG5I3M","Submitted","Wed May 05 05:40:24 PDT 2021","Wed May 05 05:43:19 PDT 2021","Sat May 08 05:43:19 PDT 2021","","","","175","0% (0/0)","0% (0/0)","0% (0/0)","https://crowdhire.s3.amazonaws.com/r1.pdf","FALSE","FALSE","FALSE","FALSE","masters","0","0","0","0","Head TA","0","FALSE","0","FALSE","0","FALSE","0","0","0","FALSE"
"3MDWE879UH2P362IYN6APPM8AP19B6","3H6GKE28512PBWJQYTYOV722IYO1EA","Extract work experience from resume","Review a resume and then fill out work experience","document, classification","$0.07","Thu Apr 29 14:22:00 PDT 2021","80","BatchId:4425880;OriginalHitTemplateId:928390860;","3600","259200","Thu May 06 14:22:00 PDT 2021","","","33TIN5LC04AO3YTNYHPWMKFVKA39YW","A18N4OC9IZV6CF","Approved","Fri Apr 30 09:49:52 PDT 2021","Fri Apr 30 09:52:27 PDT 2021","Mon May 03 09:52:27 PDT 2021","Mon May 03 09:52:40 PDT 2021","","","155","100% (6/6)","100% (6/6)","100% (6/6)","https://crowdhire.s3.amazonaws.com/r1.pdf","FALSE","FALSE","FALSE","FALSE","bachelors","0","1","0","0","Head Teaching Assistant","0","FALSE","0","FALSE","2","FALSE","0","0","0","FALSE"
"3MDWE879UH2P362IYN6APPM8AP19B6","3H6GKE28512PBWJQYTYOV722IYO1EA","Extract work experience from resume","Review a resume and then fill out work experience","document, classification","$0.07","Thu Apr 29 14:22:00 PDT 2021","80","BatchId:4425880;OriginalHitTemplateId:928390860;","3600","259200","Thu May 06 14:22:00 PDT 2021","","","35LDD5557A48QDN0JBSAIY64MKQMKI","A3SI89EVITCXAW","Submitted","Thu May 06 10:07:10 PDT 2021","Thu May 06 10:11:58 PDT 2021","Sun May 09 10:11:58 PDT 2021","","","","288","0% (0/0)","0% (0/0)","0% (0/0)","https://crowdhire.s3.amazonaws.com/r1.pdf","FALSE","FALSE","FALSE","FALSE","bachelors","0","3","0","0","Intern, Will Ventures","0","FALSE","0","FALSE","0","FALSE","0","0","0","FALSE"
"3MDWE879UH2P362IYN6APPM8AP19B6","3H6GKE28512PBWJQYTYOV722IYO1EA","Extract work experience from resume","Review a resume and then fill out work experience","document, classification","$0.07","Thu Apr 29 14:22:00 PDT 2021","80","BatchId:4425880;OriginalHitTemplateId:928390860;","3600","259200","Thu May 06 14:22:00 PDT 2021","","","36WLNQG78ZA9LMRTW0RY6NI5QVWBEI","A37AUHEQU4W9FI","Approved","Thu Apr 29 14:27:43 PDT 2021","Thu Apr 29 14:29:20 PDT 2021","Sun May 02 14:29:20 PDT 2021","Sun May 02 14:29:23 PDT 2021","","","97","100% (6/6)","100% (6/6)","100% (6/6)","https://crowdhire.s3.amazonaws.com/r1.pdf","TRUE","TRUE","FALSE","FALSE","masters","2","3","0","3","dr","1","FALSE","2","TRUE","1","TRUE","0","2","0","TRUE"
"3MDWE879UH2P362IYN6APPM8AP19B6","3H6GKE28512PBWJQYTYOV722IYO1EA","Extract work experience from resume","Review a resume and then fill out work experience","document, classification","$0.07","Thu Apr 29 14:22:00 PDT 2021","80","BatchId:4425880;OriginalHitTemplateId:928390860;","3600","259200","Thu May 06 14:22:00 PDT 2021","","","36ZN444YTRY5KLIOWOMBXMGWPOVOIJ","A197XNI5KBSSDA","Approved","Fri Apr 30 01:11:02 PDT 2021","Fri Apr 30 01:12:40 PDT 2021","Mon May 03 01:12:40 PDT 2021","Mon May 03 01:13:33 PDT 2021","","","98","100% (5/5)","100% (5/5)","100% (5/5)","https://crowdhire.s3.amazonaws.com/r1.pdf","TRUE","TRUE","TRUE","TRUE","Advanced","4","3","3","1","Head TA, Philadelphia, PA","2","TRUE","2","TRUE","5","TRUE","4","3","4","TRUE"
"3MDWE879UH2P362IYN6APPM8AP19B6","3H6GKE28512PBWJQYTYOV722IYO1EA","Extract work experience from resume","Review a resume and then fill out work experience","document, classification","$0.07","Thu Apr 29 14:22:00 PDT 2021","80","BatchId:4425880;OriginalHitTemplateId:928390860;","3600","259200","Thu May 06 14:22:00 PDT 2021","","","37TRT2X24QRHW2DLA12P33VXVRFBJ2","A1C2K7YTGSLMJ0","Submitted","Wed May 05 07:37:16 PDT 2021","Wed May 05 07:37:44 PDT 2021","Sat May 08 07:37:44 PDT 2021","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","https://crowdhire.s3.amazonaws.com/r1.pdf","FALSE","FALSE","FALSE","FALSE","masters","3","2","3","1","yes","2","FALSE","2","FALSE","1","FALSE","2","2","1","FALSE"
"3MDWE879UH2P362IYN6APPM8AP19B6","3H6GKE28512PBWJQYTYOV722IYO1EA","Extract work experience from resume","Review a resume and then fill out work experience","document, classification","$0.07","Thu Apr 29 14:22:00 PDT 2021","80","BatchId:4425880;OriginalHitTemplateId:928390860;","3600","259200","Thu May 06 14:22:00 PDT 2021","","","37WLF8U1WPQ61A28WVLTT29IW05K6W","A3K67N86LJC9U9","Approved","Sun May 02 14:32:27 PDT 2021","Sun May 02 14:32:44 PDT 2021","Wed May 05 14:32:44 PDT 2021","Wed May 05 14:33:33 PDT 2021","","","17","100% (4/4)","100% (4/4)","100% (4/4)","https://crowdhire.s3.amazonaws.com/r1.pdf","FALSE","FALSE","FALSE","FALSE","high school","0","0","0","0","Engineer","0","FALSE","0","FALSE","0","FALSE","0","0","0","FALSE"
"3MDWE879UH2P362IYN6APPM8AP19B6","3H6GKE28512PBWJQYTYOV722IYO1EA","Extract work experience from resume","Review a resume and then fill out work experience","document, classification","$0.07","Thu Apr 29 14:22:00 PDT 2021","80","BatchId:4425880;OriginalHitTemplateId:928390860;","3600","259200","Thu May 06 14:22:00 PDT 2021","","","37WLF8U1WPQ61A28WVLTT29IWW76KC","A3GCVJINCZ758Y","Approved","Fri Apr 30 18:04:54 PDT 2021","Fri Apr 30 18:09:09 PDT 2021","Mon May 03 18:09:09 PDT 2021","Mon May 03 18:09:46 PDT 2021","","","255","100% (5/5)","100% (5/5)","100% (5/5)","https://crowdhire.s3.amazonaws.com/r1.pdf","TRUE","TRUE","FALSE","TRUE","bachelors","0","0","0","0","Teaching Assistant, Philadelphia, PA","0","FALSE","1","TRUE","0","FALSE","1","1","1","FALSE"
